passage,species1_form,species2_form,interaction_form,triplet_key,doc_id,field
We examined some biophysical mechanisms of ion migration across leaf cuticles enzymatically isolated from Acer saccharum L. and Citrus aurantium L. leaves.,Acer saccharum,Citrus aurantium,migration,ott:948916;ott:3942423;RO_e000046,16667677,abstract
"UNLABELLED In vitro, infection of polarized human intestinal epithelial cells by coxsackievirus B3 (CVB3) depends on virus interaction with decay-accelerating factor (DAF), a receptor expressed on the apical cell surface.",human,coxsackievirus B3 (CVB3,depends on,ott:770315;ncbitaxon_viruses:12072;RO_0002502,25653430,abstract
Lysobacter enzymogenes C3 is a predatory strain of Gram-negative gliding bacteria that produces antifungal antibiotics by the polyketide synthetic pathway.,Lysobacter enzymogenes,gliding bacteria,predatory,ott:737108;ott:5268497;RO_0002439,30097441,abstract
A Chemo Attractant in Onion Root Exudates Recognized by Ditylenchus dipsaci in Laboratory Bioassay.,Onion,Ditylenchus dipsaci,Attractant,ott:781600;ott:734405;RO_e000049,18944166,title
"In our study, we used an experimental approach to test this hypothesis on feral pigeons (Columba livia), which are endemically parasitized by nematodes and exposed to high levels of lead in urban areas.",Columba livia,nematodes,exposed to,ott:938416;ott:495399;RO_e000044,37326808,abstract
"The aim of the present study was to investigate the occurrence of Trichinella infection in grey wolves (Canis lupus) that recolonized the Western Alps from the end of the past century, and discuss the epidemiological role played by this apex predator in the early phases of its return.",Trichinella,Canis lupus,predator,ott:567347;ott:247341;RO_0002439,36977245,abstract
"Contamination with Bacillus was detected in cultures of Penicillium chrysogenum and animal cells by analyzing muramic acid, both as its alditol acetate derivative, using electron impact ionization, and its trifluoroacetyl methyl glycoside derivative, using negative ion-chemical ionization.",Bacillus,Penicillium chrysogenum,Contamination,ott:990933;ott:226485;RO_e000002,18613045,abstract
"Phyllosticta gaultheriae Ellis & Everh., a widely reported foliar pathogen of salal, is distinct morphologically from P. exigua (1).",Phyllosticta gaultheriae,salal,pathogen of,ott:3747159;ott:458658;RO_0002556,30795407,abstract
"New antituberculosis vaccines with therapeutic properties are urgently needed for human immunodeficiency virus-infected individuals, as well as health care professionals likely to be exposed to MDR tubercle bacilli.",human immunodeficiency virus,bacilli,exposed to,ncbitaxon_viruses:12721;ott:634420;RO_e000044,8481210,abstract
"The aim of this study was to evaluate changes in transcript levels of genes related to xenobiotic biotransformation in the gills of oysters Crassostrea brasiliana transplanted and kept for 24h at three areas potentially contaminated by sanitary sewage (Bücheller river, BUC; Biguaçu river, BIG; and Ratones island, RAT), one farming area (Sambaqui beach, SAM) and at one reference site (Forte beach, FOR) in the North Bay of Santa Catarina Island (Florianópolis, Brazil).",Crassostrea brasiliana,Catarina,contaminated by,ott:282828;ott:63760;RO_e000001,27085375,abstract
Trichoderma atroviride from Predator to Prey: Role of the Mitogen-Activated Protein Kinase Tmk3 in Fungal Chemical Defense against Fungivory by Drosophila melanogaster Larvae.,Trichoderma atroviride,Drosophila melanogaster,Predator,ott:447354;ott:505714;RO_0002439,30389761,title
"Intraoperatively, the tumor was found to be attached to the postmeatal dura in 37%, the premeatal dura in 27.5%, the suprameatal dura in 19.6%, the inframeatal dura in 7.8%, and centered on the porus acusticus in 5.9% of cases.",dura,porus,attached to,ott:3216138;ott:4596395;RO_0002371,15200116,abstract
"3. Here, we use encounter history data collected across 41 years to examine the effects of arctic foxes (a terrestrial nest predator), local abundance and spatial distribution of lesser snow geese (an alternative prey source), and spring climate on common eider nest success.",geese,common eider,predator,ott:190884;ott:785961;RO_0002439,23362924,abstract
Vaccine-elicited memory cytotoxic T lymphocytes contribute to Mamu-A*01-associated control of simian/human immunodeficiency virus 89.6P replication in rhesus monkeys.,simian/human immunodeficiency virus,rhesus monkeys,contribute to,ncbitaxon_viruses:57667;ott:689650;RO_0002326,15795244,title
"Of the many arthropod species affecting hemp (Cannabis sativa L.) cultivation in the United States, one species of particular importance is the hemp russet mite (Aculops cannabicola, HRM).",hemp,Aculops cannabicola,affecting,ott:5763078;ott:3535523;RO_e000055,37535869,abstract
"Twenty genera were annotated as zoonotic agents with a high abundance of Citrobacter and Brucella, highlighting the presence of this important group of zoonotic pathogens.",Citrobacter,Brucella,pathogens,ott:355482;ott:174825;RO_0002556,39380678,abstract
"During late oestrus noradrenaline, glutamate and GABA concentrations also increased in response to the male faces but no transmitter changes were seen during the luteal phase or at any time where the females were exposed to female faces, or inverted male faces.",oestrus,GABA,exposed to,ott:582017;ott:4537853;RO_e000044,9283821,abstract
"Since the natural cavities of manatees are colonized by resistant and virulent strains of Candida spp., these animals can act as sources of resistance and virulence genes for the environment, conspecifics and other animal species, demonstrating the potential environmental impacts associated with their release back into their natural habitat.",manatees,Candida,colonized by,ott:226181;ott:1034970;RO_e000054,26813966,abstract
The fish caught at Taewhagang were heavily infested with metacercariae of Clonorchis sinensis and Centrocestus armatus.,Clonorchis sinensis,Centrocestus armatus,infested,ott:903245;ott:5706396;RO_e000005,8925250,abstract
"During the past decade, different uncultivable bacteria symbionts have been proposed as the real producers of these compounds, such as those found in insects, lichen, and marine sponges, and their trans-AT polyketide synthase gene clusters have been identified.",lichen,sponges,symbionts,ott:4063586;ott:67819;RO_0002440,28696720,abstract
"We cultivated edible Agaricus bisporus and Pleurotus ostreatus on T-2/HT-2 artificially-contaminated mushroom compost and developed and in-house validated an UHPLC-MS/MS method for determination of T-2, HT-2, T2-triol and T2-tetraol in mushroom compost and mushroom basidiocarp.",Agaricus bisporus,Pleurotus ostreatus,contaminated,ott:564405;ott:581149;RO_e000001,35394401,abstract
"If applied to Arabidopsis thaliana and Nicotiana attenuata, it mainly colonizes their roots and strongly promotes initial growth of the plants on soil.",Arabidopsis thaliana,Nicotiana attenuata,colonizes,ott:309263;ott:882065;RO_e000053,33424876,abstract
"Nevertheless, the probability of bee visitation, number of contact approximations, and number of visits to flowers of Gomesa were similar when individuals were near and far from Janusia.",Gomesa,Janusia,visits,ott:262022;ott:3556561;RO_0002618,34874484,abstract
People living with human immunodeficiency virus (HIV) are the individuals most affected by the current Monkeypox virus outbreak that was first announced in May 2022.,human immunodeficiency virus,Monkeypox virus,affected by,ncbitaxon_viruses:12721;ncbitaxon_viruses:10244;RO_e000056,38150509,abstract
Review of the literature clearly indicates that Kluyvera strains are infrequent but potentially dangerous pathogens in humans.,Kluyvera,humans,pathogens,ott:1050860;ott:770309;RO_0002556,2193346,abstract
We examined the importance of healthy acacia stands for bats and their arthropod prey in comparison to other natural and artificial habitats available in the Arava desert of Israel.,acacia,bats,prey,ott:560307;ott:574724;RO_0002458,23441145,abstract
"Examples are infections with Pneumocystis jirovecii, non-tuberculous mycobacteria and viral pathogens.",Pneumocystis jirovecii,mycobacteria,pathogens,ott:405725;ott:282106;RO_0002556,15216435,abstract
"We measured eight health parameters (e.g., parasites, wounds and scars, tail loss and body condition) in a wetland top predator, the western tiger snake, Notechis scutatus occidentalis.",tiger,Notechis scutatus,predator,ott:42314;ott:6132;RO_0002439,34906591,abstract
Cordylobia infestation in the yellow mongoose Cynictis penicillata (Cuvier).,Cordylobia,Cynictis penicillata,infestation,ott:335146;ott:363578;RO_e000005,5161410,title
Green plants that feed on fungi: facts and questions about mixotrophy.,Green plants,fungi,feed on,ott:361838;ott:352914;RO_e000007,19162524,title
Export of cyst wall material and Golgi organelle neogenesis in Giardia lamblia depend on endoplasmic reticulum exit sites.,neogenesis,Giardia lamblia,depend on,ott:3171860;ott:694358;RO_0002502,23094658,title
Cucumber (Cucumis sativus L.) is a systemic host for cucumber mosaic cucumovirus (CMV).,Cucumis sativus,cucumber mosaic cucumovirus (CMV,host for,ott:1006246;ncbitaxon_viruses:12305;RO_0002453,7815560,abstract
We believe this method will help further develop Brachypodium as a model for genetic improvement of disease resistance in cereals against Fusarium pathogens.,Brachypodium,Fusarium,pathogens,ott:413242;ott:655794;RO_0002556,29039002,abstract
"It was found that in peridomestic palm trees, 20.3% of the examined bugs had fed on opossums (Didelphis marsupialis).",bugs,Didelphis marsupialis,fed on,ott:815355;ott:919176;RO_e000007,18488091,abstract
Serologic response in squirrel monkeys exposed to nitrogen dioxide and influenza virus.,squirrel monkeys,influenza virus,exposed to,ott:842872;ncbitaxon_viruses:11309;RO_e000044,4999754,title
"Here, we analyse prey capture kinematics of a specialist piscivore (asp, Aspius aspius) during feeding on untethered, live goldfish, which regularly displayed escape attempts when attacked by the asp.",Aspius aspius,goldfish,prey,ott:963424;ott:1005907;RO_0002458,21185704,abstract
"This allows us to present a global picture of how radial glia cells and the cerebral cortex seem to have coevolved, from reptiles to primates, leading to the remarkable diversity of vertebrate cortical phenotypes.",glia,primates,coevolved,ott:486964;ott:913935;RO_e000047,25808466,abstract
"The fungus colonizes the roots of a wide range of vascular plants, increasing their growth, seed yield and adaptation to abiotic and biotic stresses.",fungus,vascular plants,colonizes,ott:737448;ott:10210;RO_e000053,22111580,abstract
"The effects of prolonged exposure to phyto-oestrogens (coumestrol) on the morphology of the reproductive organs of ewes were studied in 28 lucerne-grazing animals, and compared with 28 control ewes given a standard coumestrol-free diet.",phyto,lucerne,grazing,ott:21720;ott:1086789;RO_e000013,8818297,abstract
"Consequently, an increased level of vitamin D3 at least to original level in feed for salmonids will contribute to an improved vitamin D3 status and may improve human bone health.",salmonids,human,contribute to,ott:739933;ott:770315;RO_0002326,27542236,abstract
"Ants perform crucial ecological functions as ecosystem engineers, scavengers, and predators, and ants in the genus Myrmica can be aggressive resource competitors and reach high densities in their native and invaded habitats.",scavengers,Myrmica,predators,ott:563254;ott:307828;RO_0002439,29196290,abstract
"Pot experiments were carried out to investigate the potential of phytoremediation with the arsenic hyperaccumulator Pteris vittata in a range of soils contaminated with As and other heavy metals, and the influence of phosphate and lime additions on As hyperaccumulation by P. vittata.",Pteris vittata,lime,contaminated,ott:687383;ott:3942427;RO_e000001,15276279,abstract
"IMPORTANCE Humans are dead-end hosts for Borrelia agents of Lyme disease (LD), and, thus, irrelevant for the pathogens' maintenance.",Humans,Borrelia,hosts for,ott:770309;ott:1080480;RO_0002453,23221801,abstract
