Sentence,label,passage,spans
,0,"Solirubrobacter phytolaccae sp. nov., an endophytic bacterium isolated from roots of Phytolacca acinosa Roxb.","[(-1, -1)]"
,0,"Piperacillin/tazobactam versus cefepime or carbapenems for cefoxitin-non-susceptible Enterobacter cloacae, Klebsiella aerogenes, Citrobacter freundii, Serratia marcescens and Morganella morganii bacteraemia in immunocompromised patients.","[(-1, -1)]"
,0,"Hot-water extracts of the herbs basil, rosemary, parsley, anise, and oregano were used.","[(-1, -1)]"
,0,"INTRODUCTION
Sindbis virus (SINV) is a mosquito-borne Alphavirus known to infect birds and cause intermittent outbreaks among humans in Fenno-Scandia.","[(-1, -1)]"
,0,"Laboratory cultures of the green algae Nannochloris oculata and Nannochloris eucaryotum are known to cause lysis of Gymnodinium breve, which is Florida's red tide organism.","[(-1, -1)]"
,0,"Antimicrobial screening of S. intermedia EO demonstrated slight antibacterial and antifungal activities against Streptococcus mutants, S. salivarius, Enterococcus faecalis, Staphylococcus aureus, Candida albicans and C. glabrata.","[(-1, -1)]"
,0,"Here, we generated mouse-adapted strains of a wild waterfowl-origin low pathogenic avian influenza H3N2 virus to identify adaptive mutations that confer enhanced virulence in mammals.","[(-1, -1)]"
,0,"RESULTS
Conjugation and electroporation methods for the efficient and stable genetic transformation of selected Roseobacter clade bacteria including Dinoroseobacter shibae, Oceanibulbus indolifex, Phaeobacter gallaeciensis, Phaeobacter inhibens, Roseobacter denitrificans and Roseobacter litoralis were tested.","[(-1, -1)]"
,0,"A biosynthetic gene cluster containing five genes, alt1-5, was cloned from Alternaria solani, a causal fungus of early blight disease to tomato and potato.","[(-1, -1)]"
,0,"isolates from human brucellosis were subjected to HRM analysis using 4 sets of primers, which identified 40 isolates as Brucella melitensis and 1 as Brucella canis.","[(-1, -1)]"
,0,"Neutral and acidic oligosaccharides were isolated from the milk or colostrum of four great ape species (chimpanzee (Pan troglodytes), bonobo (Pan paniscus), gorilla (Gorilla gorilla), and orangutan (Pongo pygmaeus)) and one lesser ape species (siamang (Symphalangus syndactylus)), and their chemical structures were characterized by (1)H-NMR spectroscopy.","[(-1, -1)]"
,0,"Among other secured cases was Plesiomonas shigelloides isolated in pig (Sus scrofa domestica), mouse Mus musculus), binturong (Arctictis binturong) and raccoon (Pocyon lotor).","[(-1, -1)]"
,0,Infections with Anaplasma and co-infections with Babesia-Anaplasma and Theileria-Anaplasma were significantly higher in native than cross-breeds cattle.,"[(-1, -1)]"
,0,"The phylogeny of the genus is outlined and seven tentative species groups, the parcus group, the truncatus group, the tupinamba group, the triangulatus group, the bucephalus group, the xylophilus group, and the roquei group, are proposed.","[(-1, -1)]"
,0,Experimental infection of hamadryas baboons Papio hamadryas with a human isolate of Schistosoma mansoni from Saudi Arabia.,"[(-1, -1)]"
,0,The knowns and unknowns of the efficacy of neem oil (Azadirachta indica) used as a preventative measure against Leishmania sand fly vectors (Phlebotomus genus).,"[(-1, -1)]"
,0,"RESULTS
A total of 165 rodents (Apodemus agrarius, n = 1; A. flavicollis, n = 59; Arvicola terrestris, n = 1; Myodes glareolus, n = 104), 1256 attached ticks (Ixodes ricinus, n = 1164; Dermacentor reticulatus, n = 92) and 577 questing ticks (I.","[(-1, -1)]"
,0,"All bannerfish (Forcipiger, Heniochus, and Hemitaurichthys) and Chaetodon species studied thus far produce several sound types at frequencies of <1 to >1000 Hz.","[(-1, -1)]"
,0,"The fine fibrillar content of these cisternal regions demonstrated high-affinity binding with lectins from wheat germ, Helix pomatia, Griffonia simplicifolia I-A4 and -B4, and Ricinus communis I, although not with the sialic acid-specific Limax flavus lectin and the fucose-binding Ulex europaeus I lectin.","[(-1, -1)]"
,0,"Due to their symbiotic association with the fungus Leucoagaricus gongylophorus (Möller) Singer (Agaricaceae), the species of Atta and Acromyrmex have exhaustive foraging activity which has intensified as deforestation and monoculture farming have increased.","[(-1, -1)]"
,0,"Rhizopus stolonifer endopolygalacturonase, an elicitor of casbene synthetase activity in castor bean seedlings, was found to be a potent elicitor of the phytoalexin pisatin in pea pods and of proteinase Inhibitor I in tomato leaves.","[(-1, -1)]"
,0,"Horseradish peroxidase and hydrogen peroxide activate DEA, but not CDEPA or alachlor, for formation of adducts with calf thymus DNA, which probably involves 2,6-diethylnitrosobenzene (ArNO) as an intermediate.","[(-1, -1)]"
,0,"Prion diseases or transmissible spongiform encephalopathies (TSEs) are fatal neurological diseases that include Creutzfeldt-Jakob disease (CJD) in humans, scrapie in sheep and goats, bovine spongiform encephalopathy (BSE) in cattle, camel spongiform encephalopathy (CSE) in camels and chronic wasting disease (CWD) in cervids.","[(-1, -1)]"
,0,"It is highly susceptible to Plasmopara viticola and Erysiphe necator, the causal agents of downy mildew (DM) and powdery mildew (PM), respectively.","[(-1, -1)]"
,0,"The content of podophyllotoxin and 6-methoxypodophyllotoxin in Linum mucronatum subsp. mucronatum Bertol, Linum arboreum L., and the endemic Turkey species of Linum flavum subsp. scabrinerve Davis were determined.","[(-1, -1)]"
,0,"Mexican mammal diversity includes several species related to those in which evidence for OPXV infections has been found (Oryzomys, Peromyscus, Microtus, and Procyonidae).","[(-1, -1)]"
,0,"In the eastern part of Germany, previous investigations revealed Tula virus (TULV) and Dobrava-Belgrade virus (DOBV) infections in the respective rodent reservoirs.","[(-1, -1)]"
,0,"Bacterial vaginosis results from the synergistic interaction of Gardnerella vaginalis and obligate anaerobes, including Bacteroides and Mobiluncus species.","[(-1, -1)]"
,0,"It was found to inhibit, in vitro, the growth of all the 123 strains tested; the strains belonging to the genera Aspergillus, Cryptococcus, Candida, Trichophyton, Epidermophyton, Microsporum, Penicillium and Mucor.","[(-1, -1)]"
,0,Only recently PHA(MCL) synthases from Pseudomonas oleovorans and Pseudomonas aeruginosa were purified and in vitro activity was achieved.,"[(-1, -1)]"
,0,"﻿Morpho-molecular characterisation of Arecophila, with A.australis and A.clypeata sp. nov.","[(-1, -1)]"
,0,"Microbial community studies show the prevalence of novel microbial strains with the predominance of 3 distinct phyla, namely Betaproteobacteria, Gammaproteobacteria and Firmicutes.","[(-1, -1)]"
,0,A speculative picture of dental development in Victoriapithecus emerges that is slower than that known for modern vervet monkeys and may have been more similar to that in some smaller modern macaque species.,"[(-1, -1)]"
,0,"The lack of pulses within notes distinguishes C. (Syncope) carvalhoi from all congeneric species except C. (Syncope) antenori, C. (Syncope) parkeri and C. (Chiasmocleis) mantiqueira, which can be distinguished by the shorter duration of their notes and silent intervals (in C. (Syncope) antenori and C. (Syncope) parkeri) and by the lower dominant frequency (in C. (Syncope) parkeri and C. (Chiasmocleis) mantiqueira).","[(-1, -1)]"
,0,"Pigments also showed significant antimicrobial activity against Bacillus subtilis, Bacillus pumilus, Enterococcus faecalis, Bacillus cereus, Klebsiella pneumoniae, Alcaligenes faecalis, Pseudomonas geniculata, Enterococcus faecium, Aspergillus fumigatus, Aspergillus flavus, Fusarium solani, and Mucor spp., suggesting potential biomedical applications.","[(-1, -1)]"
,0,Uptake rates of nitrogen and phosphorus in the water by Eichhornia crassipes and Salvinia auriculata.,"[(-1, -1)]"
,0,"Intermediate densities were found in the amygdala, nucleus accumbens, caudate-putamen, septum, bed nucleus of the stria terminalis, CA1 to CA4 fields of the hippocampus and central gray.","[(-1, -1)]"
,0,"Similarly, 36-day-old (immature adult) Necator americanus given in a drench to hamsters also produced patent infections with fertile ova.","[(-1, -1)]"
,0,"RESULTS
In RBC suspensions containing DP, TP photoinactivated vesicular stomatitis virus, pseudorabies virus, duck hepatitis B virus, bovine virus diarrhea virus, extracellular human immunodeficiency virus (HIV) to the limit of detection and 6.2 log intracellular HIV. More than 5 log inactivation of 6 bacterial species was demonstrated.","[(-1, -1)]"
,0,"Unlike Anaplasma and Ehrlichia, Wolbachia two-component genes were more consistently found clustered with metabolic genes.","[(-1, -1)]"
,0,"Çemen pastes were produced by using different combination doses of fenugreek seed flour, sweet red pepper, and garlic powder.","[(-1, -1)]"
,0,"Vetiver grass (Vetiveria zizanioides), bahia grass (Paspalum notatum), St. Augustine grass (Stenotaphrum secundatum), and bana grass (Pennisetum glaucumxP.","[(-1, -1)]"
,0,"TGGE and phylogenetic analysis of the 16S rRNA gene fragment revealed that the uranium removal consortia are composed by strains affiliated to Clostridium genus, Caulobacteraceae and Rhodocyclaceae families.","[(-1, -1)]"
,0,"Characterization of hybrid proteins consisting of the catalytic domains of Clostridium and Ruminococcus endoglucanases, fused to Pseudomonas non-catalytic cellulose-binding domains.","[(-1, -1)]"
,0,"Most of the new taxa have been associated with dying Banksia spp., while P.sp.2 and P.sp.4 have also been isolated from dying Eucalyptus marginata (jarrah).","[(-1, -1)]"
,0,"Water samples were collected for microbiological analysis (Legionella species, Pseudomonas aeruginosa, Stenotrophomonas maltophilia, Acinetobacter species, nitrifying bacteria, heterotrophic plate count [HPC] bacteria, and nontuberculous mycobacteria).","[(-1, -1)]"
,0,"We conclude that restoring less flammable native Q. ilex and O. europaea forest communities would markedly reduce fire risk and erodibility compared to recent forest plantations with flammable non-native trees (e.g. Pinus, Eucalyptus) and xerophytic shrubland (e.g. Cistus, Erica).","[(-1, -1)]"
,0,"In order to test and validate the system, images of three bacterial species (Escherichia coli, Pseudomonas aeruginosa, and Staphylococcus aureus) cultured in Petri plates were used.","[(-1, -1)]"
,0,"Data on the activity pattern of a group of red colobus monkeys (Colobus badius rufomitratus) living along the Tana river, Kenya, were collected during monthly 5-day observation periods between October 1973 and December 1974.","[(-1, -1)]"
,0,"OBJECTIVES
The present study aimed to investigate the antimicrobial and biofilm inhibition activity of synthetic antimicrobial peptides (AMPs) against microbes such as Enterococcus faecalis, Staphylococcus aureus, and Candida albicans which are involved in endodontic infections.","[(-1, -1)]"
,0,"The molecular machinery involved in the dioxin response has been clarified chiefly in mammals, although fish models, such as zebrafish (Danio rerio), medaka (Oryzias latipes), and Fundulus, are excellent candidates for examining the mechanisms of developmental dioxin toxicity.","[(-1, -1)]"
,0,"We report that an aqueous solution containing 10(-3) M adenosine triphosphate (ATP) and citrate-phosphate-dextrose-adenine (CPDA-1) can effectively replace transfusable human red blood cells in an in vitro Klun and Debboun bioassay system for evaluating chemicals for mosquito feeding-deterrent activity, using either Aedes aegypti or Anopheles stephensi.","[(-1, -1)]"
,0,"We used ethylenediamine tetra-acetic acid (EDTA) to decalcify the bony walls of the cochlea and investigated the inner structures by deep penetration of light into the cochlear tissue using OCT on a guinea pig model of endolymphatic hydrops (EH), induced by surgical obliteration of the endolymphatic duct.","[(-1, -1)]"
,0,"Phylotypes of Enterobacteriales, Lactobacillales, Saccharomycetales and Mucorales dominated the whole fermentation process.","[(-1, -1)]"
,0,"Utility of host-delivered RNAi has been demonstrated in several plants (Arabidopsis, tobacco, and soybean) that exhibited resistance against root-knot and cyst nematodes.","[(-1, -1)]"
,0,"The spiralian lophotrochozoans (which include molluscs, annelids, nemerteans, gnathostomulids, dicyemid mesozoans, entoprocts, and platyhelminthes) exhibit a highly conserved pattern of early development that involves stereotypical, asymmetric cell divisions (termed ""spiral cleavage"").","[(-1, -1)]"
